student_id,name,gender,age,grade_level,math_score,reading_score,writing_score,attendance_rate,parent_education,study_hours,internet_access,lunch_type,extra_activities,final_result
S241,Student_241,Male,16,11,54,76,81,83.86870685912965,Master's,3.8304823429621413,No,Standard,Yes,Fail
S242,Student_242,Male,17,10,85,74,75,92.83008962512503,High School,1.4248553103538248,Yes,Free or reduced,No,Pass
S243,Student_243,Other,15,11,55,59,65,85.19656275880598,Bachelor's,4.103509017878772,No,Free or reduced,No,Fail
S244,Student_244,Female,17,10,75,96,74,97.72172217627033,High School,4.231829312436076,No,Standard,Yes,Pass
S245,Student_245,Male,17,9,53,72,77,97.91379888533233,High School,4.07105847085735,No,Free or reduced,Yes,Fail
S246,Student_246,Other,17,11,88,70,58,85.94574408562653,PhD,1.4558635484769646,No,Standard,No,Pass
S247,Student_247,Other,17,11,88,70,50,84.5998750792648,PhD,3.575631828271059,No,Free or reduced,Yes,Pass
S248,Student_248,Other,16,10,99,92,78,88.22607944132463,Bachelor's,4.337299182997594,Yes,Free or reduced,Yes,Fail
S249,Student_249,Female,15,11,84,62,71,84.81063170360298,PhD,3.309413604878671,No,Free or reduced,Yes,Pass
S250,Student_250,Other,17,10,50,86,65,93.44767686583407,High School,3.585629500912356,No,Free or reduced,No,Fail
S251,Student_251,Other,16,10,73,82,90,96.5212936909657,High School,2.8334539177052247,Yes,Free or reduced,No,Pass
S252,Student_252,Other,15,10,85,73,93,93.46184261822434,PhD,3.1148292795362105,No,Free or reduced,Yes,Pass
S253,Student_253,Other,15,10,55,93,90,96.487008944987,High School,1.1375074334069009,No,Free or reduced,Yes,Fail
S254,Student_254,Male,15,9,90,60,56,87.93984324414949,High School,3.5558520878931383,Yes,Standard,Yes,Pass
S255,Student_255,Male,15,10,95,66,63,83.12633941417722,Bachelor's,1.3257888515646368,Yes,Standard,No,Fail
S256,Student_256,Other,17,12,93,53,78,94.75901894795184,PhD,2.7400583773608935,No,Standard,Yes,Pass
S257,Student_257,Female,17,11,80,96,68,87.20949010283108,High School,2.1706203906696313,Yes,Standard,Yes,Pass
S258,Student_258,Male,16,12,69,74,68,93.42541650458264,PhD,3.1817118008468523,No,Free or reduced,No,Pass
S259,Student_259,Other,16,9,73,79,51,85.41287883963531,Bachelor's,1.5336653420928283,Yes,Free or reduced,Yes,Pass
S260,Student_260,Male,16,12,74,58,90,81.62459269613345,PhD,3.766573607893273,No,Free or reduced,No,Pass
S261,Student_261,Male,15,11,85,70,94,99.85163590975526,High School,4.180046147713881,No,Standard,No,Pass
S262,Student_262,Female,15,12,70,69,64,83.12403015861199,PhD,1.653417798972626,No,Standard,No,Pass
S263,Student_263,Other,17,9,79,68,52,99.76841987926963,High School,1.4172523494075286,Yes,Standard,Yes,Fail
S264,Student_264,Other,15,10,73,68,60,99.54559865132894,High School,1.5820619311494366,No,Free or reduced,Yes,Pass
S265,Student_265,Female,15,12,93,61,95,95.8763620781608,High School,4.508510247594007,Yes,Standard,No,Pass
S266,Student_266,Female,15,9,91,86,79,93.18845924163995,Bachelor's,3.1127570470254247,No,Free or reduced,Yes,Pass
S267,Student_267,Other,16,9,79,91,89,91.55614100502169,PhD,2.8690439840300104,No,Standard,No,Fail
S268,Student_268,Other,16,11,71,66,67,97.3220309075567,Bachelor's,1.426847276409417,No,Free or reduced,Yes,Fail
S269,Student_269,Female,17,11,77,86,97,85.78879043238976,PhD,3.598224027027847,No,Standard,No,Pass
S270,Student_270,Male,15,12,56,97,51,89.35362424969755,Bachelor's,4.47199836758036,No,Free or reduced,No,Pass
S271,Student_271,Male,15,10,84,88,81,92.38779938733003,Master's,4.312743477293812,Yes,Standard,Yes,Pass
S272,Student_272,Female,17,9,77,77,57,88.22380951738982,High School,3.504218835923205,Yes,Standard,Yes,Fail
S273,Student_273,Male,15,12,63,90,71,88.54972908180537,High School,1.3011148666066945,Yes,Free or reduced,Yes,Pass
S274,Student_274,Female,15,9,59,84,55,86.60569335004169,Bachelor's,1.4495881087040519,No,Free or reduced,Yes,Fail
S275,Student_275,Male,16,9,65,96,61,91.28463633369071,Master's,1.1972359484392987,No,Standard,No,Pass
S276,Student_276,Male,17,10,65,97,96,97.01149056030232,High School,2.029916865969877,Yes,Free or reduced,No,Fail
S277,Student_277,Other,17,10,80,67,89,84.03056756012626,PhD,1.542645868641511,No,Standard,Yes,Fail
S278,Student_278,Other,17,12,91,63,85,98.68866077506883,Bachelor's,2.0401921610097355,No,Free or reduced,Yes,Pass
S279,Student_279,Male,17,10,74,84,64,93.7817530749646,High School,2.5402322228758467,No,Standard,No,Pass
S280,Student_280,Male,16,10,62,93,77,96.4654642536006,High School,4.771931136284543,Yes,Free or reduced,Yes,Pass
S281,Student_281,Other,16,12,55,90,98,91.12381385260024,Bachelor's,3.4415042391267683,Yes,Standard,Yes,Pass
S282,Student_282,Other,15,10,93,56,94,95.59033402848127,Bachelor's,4.33989514273185,Yes,Standard,Yes,Pass
S283,Student_283,Other,15,11,58,90,67,80.32400794678935,PhD,3.841406002849329,Yes,Standard,Yes,Pass
S284,Student_284,Female,15,9,94,62,51,96.3676084955907,PhD,1.450012522106527,Yes,Free or reduced,No,Pass
S285,Student_285,Male,15,9,85,67,62,80.80277718170733,High School,3.9436816254957954,No,Standard,No,Fail
S286,Student_286,Other,16,9,92,86,94,97.79826752725725,High School,2.1003955262364977,No,Free or reduced,Yes,Pass
S287,Student_287,Male,17,9,69,62,64,99.83925494477286,Bachelor's,3.5564313879788254,No,Free or reduced,No,Pass
S288,Student_288,Female,16,12,67,85,69,85.88134924353555,High School,2.363847894571954,No,Free or reduced,Yes,Fail
S289,Student_289,Female,15,9,92,80,78,84.20637112571588,High School,4.990689053058636,Yes,Standard,Yes,Pass
S290,Student_290,Other,16,9,70,51,91,95.30726727716082,Bachelor's,2.0542059179871113,Yes,Free or reduced,Yes,Pass
S291,Student_291,Female,17,9,53,65,78,85.06052681840507,High School,2.1165218830970787,No,Free or reduced,No,Pass
S292,Student_292,Male,17,9,99,58,52,97.31124766344408,High School,4.722689022249593,Yes,Free or reduced,No,Pass
S293,Student_293,Other,16,11,82,58,68,82.05685184314953,Master's,1.0985776185452907,No,Standard,No,Fail
S294,Student_294,Male,16,9,76,87,52,82.51910392758717,PhD,3.7867559514927875,No,Free or reduced,No,Fail
S295,Student_295,Male,16,11,56,60,63,99.58303110201231,Bachelor's,3.9013055629435125,No,Free or reduced,No,Pass
S296,Student_296,Female,15,12,55,71,89,93.47677796540009,Master's,4.345514309641597,No,Free or reduced,Yes,Pass
S297,Student_297,Female,16,10,64,82,53,96.93774448857906,PhD,4.897757242553901,Yes,Free or reduced,Yes,Fail
S298,Student_298,Female,16,9,67,85,60,86.48658754703035,PhD,4.902407676626609,No,Standard,No,Pass
S299,Student_299,Female,16,10,81,94,80,93.52967499041209,PhD,1.2611070302658556,Yes,Standard,No,Fail
S300,Student_300,Female,17,10,60,72,92,91.88483654617194,Master's,4.28735729101161,No,Free or reduced,No,Fail
S301,Student_301,Other,17,12,69,94,81,92.06300240245893,Master's,3.5852397346295253,No,Free or reduced,Yes,Fail
S302,Student_302,Male,15,10,73,94,76,93.65064919075444,PhD,3.5893685374923647,No,Free or reduced,No,Pass
S303,Student_303,Male,15,11,64,83,79,91.50718346258196,High School,1.5133997064587792,No,Free or reduced,Yes,Pass
S304,Student_304,Male,17,10,97,58,92,88.58124738605332,High School,3.6007486657826133,Yes,Standard,Yes,Pass
S305,Student_305,Male,17,10,56,73,51,85.51845388761093,Master's,4.929930322404991,No,Standard,No,Fail
S306,Student_306,Female,17,10,70,57,98,95.37162661826405,Master's,4.647274278157788,Yes,Standard,Yes,Pass
S307,Student_307,Male,16,9,91,56,58,84.52544860006373,Master's,2.756522643219402,No,Standard,Yes,Pass
S308,Student_308,Other,16,9,75,85,77,93.84708612308829,PhD,1.1597918931443774,No,Free or reduced,No,Fail
S309,Student_309,Other,17,11,93,67,80,84.66665645298653,High School,2.4491739600008193,No,Free or reduced,Yes,Pass
S310,Student_310,Male,16,11,63,52,83,92.50660339908907,Master's,4.30556124640222,Yes,Standard,No,Pass
S311,Student_311,Male,16,9,86,77,64,94.94156534258057,Master's,3.805996405860664,No,Standard,Yes,Pass
S312,Student_312,Other,15,11,70,55,97,84.37427777813079,Bachelor's,2.8373746223758256,No,Free or reduced,No,Fail
S313,Student_313,Other,17,9,67,93,74,81.19886601722617,PhD,1.2204061406353244,No,Free or reduced,No,Pass
S314,Student_314,Female,17,12,54,93,85,82.61947485988348,Bachelor's,2.7075789112932105,No,Free or reduced,Yes,Fail
S315,Student_315,Other,16,10,52,70,57,92.1199393454205,High School,2.876099758871534,No,Free or reduced,No,Fail
S316,Student_316,Female,17,10,72,77,58,96.98892812451471,Bachelor's,4.714222131576544,Yes,Free or reduced,Yes,Fail
S317,Student_317,Female,15,11,75,89,86,80.89993642470849,Bachelor's,3.564344414328638,Yes,Standard,Yes,Pass
S318,Student_318,Female,15,9,86,50,97,94.68302518083293,Bachelor's,2.2466116666185956,No,Standard,No,Pass
S319,Student_319,Female,15,9,73,85,94,86.82637291900105,PhD,3.1012730578028855,No,Free or reduced,Yes,Pass
S320,Student_320,Female,17,11,98,70,88,89.57056739839045,High School,1.2642212312886403,Yes,Free or reduced,No,Fail
S321,Student_321,Male,17,9,68,92,81,98.57719099691131,Bachelor's,4.890272942598948,No,Standard,Yes,Fail
S322,Student_322,Other,17,12,74,84,66,86.63943009471691,PhD,2.440239607722904,Yes,Free or reduced,Yes,Pass
S323,Student_323,Female,17,10,70,62,84,89.30673867878971,High School,2.9114694196525432,No,Standard,No,Fail
S324,Student_324,Other,17,11,61,98,86,80.27364829521362,Master's,2.4211358969476904,No,Standard,Yes,Pass
S325,Student_325,Other,15,11,90,59,68,81.63197440009677,Bachelor's,3.7300469204648006,Yes,Standard,Yes,Pass
S326,Student_326,Female,16,9,82,93,93,85.17183182269568,High School,3.648928633318372,No,Standard,Yes,Pass
S327,Student_327,Male,15,11,99,96,78,80.5570448164215,Bachelor's,3.8612892421165426,Yes,Free or reduced,Yes,Pass
S328,Student_328,Female,17,12,53,59,56,92.62750652096501,Master's,2.0725729184476833,Yes,Free or reduced,Yes,Pass
S329,Student_329,Male,15,9,91,95,77,88.52796713603246,High School,2.262673924656264,Yes,Standard,Yes,Pass
S330,Student_330,Other,17,9,56,62,58,90.96290405456044,PhD,1.5010049243848318,No,Free or reduced,Yes,Pass
S331,Student_331,Male,17,9,71,86,77,83.4929437179266,High School,3.6220398873844504,Yes,Free or reduced,Yes,Fail
S332,Student_332,Male,15,9,82,87,55,85.91864058873232,PhD,1.1591885093426102,Yes,Free or reduced,No,Pass
S333,Student_333,Male,17,12,66,73,78,93.2764894970545,High School,3.3907293420938363,No,Free or reduced,Yes,Fail
S334,Student_334,Other,16,9,73,51,66,99.306054472608,PhD,4.478783539406535,No,Standard,Yes,Fail
S335,Student_335,Other,17,11,83,71,65,81.00833547204418,Master's,4.563328593158534,No,Free or reduced,No,Pass
S336,Student_336,Male,16,12,77,66,72,97.80768641710532,Master's,2.7961510414798467,No,Standard,No,Fail
S337,Student_337,Male,16,10,92,85,80,91.53762402622417,Master's,2.837214752852295,No,Standard,No,Fail
S338,Student_338,Female,17,10,90,63,52,91.27839133511247,High School,1.3078767320320694,No,Free or reduced,Yes,Fail
S339,Student_339,Male,15,11,88,59,70,90.0055707041552,Master's,3.683060101772143,Yes,Standard,No,Pass
S340,Student_340,Female,16,11,71,84,75,81.38788171808366,Bachelor's,4.2850376814913815,No,Free or reduced,No,Pass
S341,Student_341,Male,15,12,98,74,85,81.79753703472322,Master's,1.9786202184188522,Yes,Free or reduced,Yes,Pass
S342,Student_342,Female,16,10,66,52,91,92.01824011318172,PhD,2.6852035265334586,No,Standard,Yes,Pass
S343,Student_343,Other,17,10,83,96,86,86.81917142871117,PhD,4.355357347061082,Yes,Free or reduced,No,Pass
S344,Student_344,Male,17,10,55,87,71,98.34536133155362,PhD,4.5084818706491525,Yes,Standard,No,Fail
S345,Student_345,Male,16,10,95,66,91,88.13181074718945,High School,1.9727199210569037,No,Standard,Yes,Fail
S346,Student_346,Male,17,10,55,61,61,82.86562917405283,Bachelor's,3.202282538165457,No,Free or reduced,Yes,Pass
S347,Student_347,Male,16,9,83,73,91,94.29437667004072,Master's,1.7699726025433082,Yes,Free or reduced,Yes,Fail
S348,Student_348,Female,17,11,50,78,62,85.8670684288202,Bachelor's,1.4075150565582262,No,Free or reduced,Yes,Fail
S349,Student_349,Male,15,9,59,92,60,90.50940614711786,Bachelor's,4.644482005567831,No,Standard,Yes,Fail
S350,Student_350,Other,17,10,70,74,65,93.9566557101034,PhD,4.282030016928436,Yes,Free or reduced,No,Fail
S351,Student_351,Other,15,12,54,85,57,98.00528222404141,PhD,4.040139607212696,Yes,Standard,Yes,Pass
S352,Student_352,Male,17,12,51,75,89,95.84382389603353,PhD,1.1950652752525617,Yes,Standard,Yes,Pass
S353,Student_353,Other,15,10,71,87,89,93.52722135745448,High School,4.37491517084103,No,Free or reduced,Yes,Pass
S354,Student_354,Male,17,10,97,50,94,93.59266364790287,Bachelor's,2.752176303621535,No,Free or reduced,Yes,Fail
S355,Student_355,Male,15,12,51,69,51,98.91849288064174,Bachelor's,2.3695804931834386,No,Free or reduced,Yes,Fail
S356,Student_356,Other,16,9,59,77,79,85.91648194993073,High School,3.185905444101506,No,Standard,No,Pass
S357,Student_357,Male,16,9,83,65,79,80.02224188392375,High School,1.3654129708942233,Yes,Free or reduced,Yes,Pass
S358,Student_358,Other,15,10,65,96,61,85.43909118796397,High School,4.026586197409595,No,Standard,No,Fail
S359,Student_359,Female,17,9,97,66,59,84.35782759253487,Bachelor's,3.3297403075531835,Yes,Free or reduced,Yes,Pass
S360,Student_360,Male,15,12,88,89,93,93.23669170227996,Bachelor's,1.74636038749267,No,Free or reduced,No,Pass
S361,Student_361,Female,17,9,71,77,60,92.67423199531058,PhD,1.7529287990761824,No,Standard,No,Fail
S362,Student_362,Other,16,10,61,61,64,91.86922765409447,PhD,1.736994606290697,Yes,Standard,Yes,Fail
S363,Student_363,Female,17,12,73,76,65,80.32486886418907,Bachelor's,1.228009550207736,No,Free or reduced,Yes,Pass
S364,Student_364,Female,16,9,96,91,66,94.57556108901295,PhD,3.351193797486739,No,Free or reduced,Yes,Fail
S365,Student_365,Other,17,11,89,96,75,86.47060824970983,High School,4.361392710354032,Yes,Free or reduced,Yes,Pass
S366,Student_366,Female,17,12,87,79,51,93.30111978013262,Master's,1.0699928559495544,No,Free or reduced,Yes,Fail
S367,Student_367,Female,17,12,59,90,99,91.13156857004307,PhD,1.1960185798850942,Yes,Free or reduced,No,Fail
S368,Student_368,Other,15,11,84,83,61,86.85461850855815,Bachelor's,3.291081106747783,Yes,Standard,Yes,Pass
S369,Student_369,Female,15,11,98,86,75,82.69152534208216,PhD,4.277982741544209,Yes,Standard,Yes,Fail
S370,Student_370,Other,16,12,81,55,72,81.88837795320961,PhD,2.3069555622745344,Yes,Standard,No,Pass
S371,Student_371,Female,16,11,56,56,67,96.63036666224447,PhD,2.3984575952308886,No,Standard,Yes,Fail
S372,Student_372,Other,15,10,70,81,81,98.36795084163116,Master's,3.3853859899871037,No,Free or reduced,No,Pass
S373,Student_373,Other,16,10,69,81,98,92.99576093528599,High School,2.096851556496588,No,Standard,Yes,Fail
S374,Student_374,Female,15,10,75,74,87,82.06868229720966,Bachelor's,1.1064334643107365,Yes,Standard,No,Fail
S375,Student_375,Female,17,12,53,82,96,88.04054433776481,Master's,3.9409140724063842,No,Standard,Yes,Pass
S376,Student_376,Female,16,11,95,56,52,94.57878400210315,Bachelor's,3.5025996517658124,No,Free or reduced,No,Fail
S377,Student_377,Male,16,11,71,61,87,95.59641768020137,Bachelor's,3.3230239962226364,No,Standard,No,Pass
S378,Student_378,Male,15,9,64,65,52,82.36437244582177,Bachelor's,3.9667365159672925,No,Free or reduced,Yes,Fail
S379,Student_379,Male,16,9,89,65,79,80.00061437690765,Master's,3.70092335024815,Yes,Standard,Yes,Fail
S380,Student_380,Other,16,11,70,92,50,94.2427409176121,High School,1.8235279527132846,Yes,Free or reduced,Yes,Pass
S381,Student_381,Female,17,11,64,85,79,87.13192351972411,Bachelor's,2.4099241877734046,No,Standard,No,Fail
S382,Student_382,Other,16,11,71,62,94,85.08962663236521,High School,1.5044405667145,Yes,Free or reduced,No,Fail
S383,Student_383,Male,17,12,77,56,81,80.2579493957905,High School,1.5194280536715241,No,Standard,No,Pass
S384,Student_384,Female,15,11,63,85,77,90.80598813523,PhD,3.704782985426157,No,Free or reduced,Yes,Fail
S385,Student_385,Other,16,9,76,96,70,97.02301470851964,Master's,4.434400427929993,No,Free or reduced,Yes,Pass
S386,Student_386,Female,17,12,90,58,95,99.15263292545175,Master's,4.850930335444556,Yes,Standard,No,Pass
S387,Student_387,Other,15,11,89,81,62,91.31489901226578,PhD,3.5133884701977776,No,Free or reduced,Yes,Pass
S388,Student_388,Female,16,9,77,60,76,90.28922655479788,PhD,1.7364052934438279,Yes,Free or reduced,No,Fail
S389,Student_389,Male,15,12,75,57,85,81.70112770978483,High School,1.4226013817957228,Yes,Standard,Yes,Fail
S390,Student_390,Male,16,11,98,82,56,90.977456030852,Bachelor's,4.251403886147031,No,Standard,Yes,Pass
S391,Student_391,Female,15,11,51,72,71,87.5995815793079,Master's,3.315025905439997,Yes,Free or reduced,No,Fail
S392,Student_392,Other,15,11,74,74,59,92.14270561767154,Bachelor's,3.4731400840548794,Yes,Standard,Yes,Pass
S393,Student_393,Male,17,12,52,57,88,87.77452695753094,Bachelor's,4.125848355018837,No,Standard,Yes,Fail
S394,Student_394,Male,15,9,57,94,64,84.80598246900733,PhD,3.8131089109298064,Yes,Standard,Yes,Pass
S395,Student_395,Male,16,9,93,71,64,81.89930550456754,Bachelor's,4.337833011424387,Yes,Free or reduced,Yes,Pass
S396,Student_396,Female,16,10,82,53,53,86.29836889177791,High School,1.224855621839514,No,Free or reduced,Yes,Fail
S397,Student_397,Female,17,11,91,89,81,81.93289668575504,PhD,3.9900825469860193,No,Free or reduced,No,Pass
S398,Student_398,Other,16,10,84,52,72,83.53793901647968,Bachelor's,4.403411029288382,Yes,Free or reduced,Yes,Pass
S399,Student_399,Other,16,10,55,78,55,99.74672317159092,PhD,2.1445401698332573,No,Free or reduced,No,Fail
S400,Student_400,Other,16,9,88,90,73,88.88207113813237,High School,3.5617890959730114,No,Free or reduced,Yes,Pass
S401,Student_401,Female,15,12,72,78,69,90.63743533010033,High School,2.2566482553478884,Yes,Free or reduced,Yes,Pass
S402,Student_402,Female,15,12,74,83,86,97.4723705747443,Bachelor's,4.831884265929816,Yes,Standard,No,Fail
S403,Student_403,Other,16,9,99,83,69,99.91137800981376,PhD,1.133694289742015,No,Free or reduced,No,Pass
S404,Student_404,Other,17,12,92,77,61,91.65428898689363,Bachelor's,3.31917137533182,Yes,Free or reduced,Yes,Pass
S405,Student_405,Female,15,10,68,62,82,96.24947642088344,Bachelor's,1.6660141881980604,No,Standard,Yes,Pass
S406,Student_406,Other,17,11,54,64,77,86.5388204867335,PhD,3.8488808207086347,No,Standard,No,Pass
S407,Student_407,Male,16,9,60,72,57,86.11487914894582,Bachelor's,1.7035611336746483,Yes,Standard,No,Pass
S408,Student_408,Female,16,11,61,93,50,88.05407441989121,High School,1.9415330475934303,Yes,Free or reduced,No,Pass
S409,Student_409,Other,15,12,59,75,86,93.45014525347298,PhD,2.9774832441830323,No,Standard,No,Pass
S410,Student_410,Female,16,11,57,53,71,93.64383378510198,PhD,4.659339799987512,No,Free or reduced,Yes,Pass
S411,Student_411,Male,15,12,73,75,55,86.30478869298902,PhD,1.8468574885918834,No,Free or reduced,Yes,Fail
S412,Student_412,Female,16,12,77,89,70,82.66419848273257,PhD,1.576960084472414,No,Free or reduced,Yes,Pass
S413,Student_413,Female,16,10,90,58,81,92.64792512931017,Bachelor's,4.035907327416123,Yes,Standard,Yes,Pass
S414,Student_414,Female,15,12,85,54,84,82.5665172437753,Bachelor's,3.002478129335724,No,Standard,Yes,Fail
S415,Student_415,Female,15,10,86,81,64,91.5698501645866,High School,4.647140449527086,Yes,Free or reduced,No,Pass
S416,Student_416,Male,15,10,70,69,54,93.86844256112619,Master's,1.5864582286393691,Yes,Free or reduced,No,Pass
S417,Student_417,Female,16,10,57,99,95,94.01222992788904,Master's,3.5837115720921573,No,Free or reduced,No,Pass
S418,Student_418,Female,16,9,58,60,99,95.06944221319193,High School,1.9315165846072602,Yes,Standard,Yes,Pass
S419,Student_419,Other,17,9,96,64,97,97.45718843131328,Master's,1.6270417146065572,Yes,Free or reduced,No,Pass
S420,Student_420,Female,15,12,64,81,55,89.99917983929576,High School,3.733717660629082,No,Standard,Yes,Pass
S421,Student_421,Other,16,10,97,77,74,94.60498379059142,Bachelor's,3.374738479634933,Yes,Free or reduced,Yes,Fail
S422,Student_422,Male,16,9,95,71,95,92.38345470731673,PhD,4.019309833449325,Yes,Standard,Yes,Fail
S423,Student_423,Male,15,10,89,90,89,83.73279879595366,PhD,2.2378503057847294,No,Free or reduced,No,Fail
S424,Student_424,Male,17,11,67,66,78,80.51379289738816,Bachelor's,2.7918866255287598,No,Standard,Yes,Fail
S425,Student_425,Male,15,11,91,75,56,85.69082771353868,PhD,2.621886705321674,No,Standard,Yes,Fail
S426,Student_426,Other,17,11,69,93,89,88.86067412675239,PhD,4.936357855866056,No,Standard,No,Pass
S427,Student_427,Female,16,12,55,56,62,92.34211888857313,Master's,2.1689958269575516,No,Standard,Yes,Pass
S428,Student_428,Male,17,10,61,91,87,96.9991866100641,Bachelor's,2.1792689533870675,No,Standard,No,Pass
S429,Student_429,Female,16,11,51,75,67,83.92491433412332,Master's,2.4181928353144295,No,Standard,Yes,Pass
S430,Student_430,Other,15,9,56,74,51,82.51099579796954,Master's,3.258376325161286,Yes,Free or reduced,No,Pass
S431,Student_431,Other,15,11,65,59,57,99.26959894948655,PhD,2.009290977054981,Yes,Free or reduced,Yes,Fail
S432,Student_432,Other,15,11,52,94,60,82.16089118752814,PhD,4.661159761517096,No,Free or reduced,Yes,Fail
S433,Student_433,Male,17,11,94,68,82,89.56982140214379,Bachelor's,2.062742259465054,Yes,Free or reduced,No,Pass
S434,Student_434,Female,16,12,52,60,87,91.71127457586604,PhD,4.583262926240779,Yes,Standard,Yes,Pass
S435,Student_435,Female,15,9,76,62,97,90.82748841814876,PhD,1.4139002545863386,No,Free or reduced,No,Pass
S436,Student_436,Female,15,10,99,57,76,81.72064314065886,Bachelor's,3.6262508095986092,Yes,Standard,Yes,Fail
S437,Student_437,Other,16,9,92,89,69,81.14053828007239,PhD,4.627942073752974,No,Standard,No,Fail
S438,Student_438,Male,15,10,89,53,61,82.10966854922071,Master's,1.6749977535929181,Yes,Standard,Yes,Pass
S439,Student_439,Other,16,12,87,96,92,91.71175367745225,Bachelor's,4.87330784039702,No,Free or reduced,Yes,Fail
S440,Student_440,Other,16,12,82,80,80,90.88689775268642,PhD,2.8115334416620468,Yes,Standard,Yes,Pass
S441,Student_441,Female,16,12,77,77,76,84.67481584073488,High School,4.782860433764098,Yes,Free or reduced,No,Fail
S442,Student_442,Other,16,12,50,60,81,92.75548283691182,Bachelor's,3.707280174520188,Yes,Free or reduced,No,Fail
S443,Student_443,Female,16,10,57,92,59,96.40135004111299,Bachelor's,2.206347479494206,No,Free or reduced,No,Pass
S444,Student_444,Male,17,11,86,50,52,80.83157919693187,High School,1.7532100996684257,Yes,Free or reduced,No,Fail
S445,Student_445,Female,15,10,81,98,94,89.96259887096085,PhD,2.2149401849003976,Yes,Free or reduced,No,Fail
S446,Student_446,Male,17,9,97,96,76,93.7862082420538,PhD,1.3720696370507,No,Standard,Yes,Pass
S447,Student_447,Female,15,12,92,87,84,85.04623854139373,Bachelor's,1.575471865373319,No,Standard,Yes,Fail
S448,Student_448,Other,17,12,86,73,80,86.15541810586298,Bachelor's,1.4186417613859246,Yes,Free or reduced,Yes,Pass
S449,Student_449,Other,16,9,53,96,64,92.27275805978768,PhD,2.691774174966231,Yes,Standard,Yes,Fail
S450,Student_450,Male,15,10,79,80,65,97.95870586887474,PhD,4.182313505030345,Yes,Free or reduced,Yes,Pass
S451,Student_451,Male,15,11,55,90,62,96.19848840605799,Master's,1.5655342168653608,Yes,Standard,No,Pass
S452,Student_452,Male,17,11,95,95,98,91.66260438199167,Bachelor's,1.5212817326893435,No,Standard,Yes,Fail
S453,Student_453,Female,17,9,68,99,84,94.60443435514499,Bachelor's,3.573715798069323,Yes,Standard,No,Fail
S454,Student_454,Female,15,11,81,75,60,87.29644940415598,High School,1.788731927872265,Yes,Standard,Yes,Pass
S455,Student_455,Male,17,10,58,98,70,92.81931056197516,Master's,1.3904401524359664,No,Standard,No,Fail
S456,Student_456,Other,17,10,61,99,60,89.32363182255114,PhD,1.6673943128223105,Yes,Standard,No,Fail
S457,Student_457,Female,17,9,60,54,79,83.79872272915122,Master's,4.694925583507104,Yes,Standard,No,Fail
S458,Student_458,Female,16,10,95,69,97,94.03476547754514,PhD,4.285885011104764,Yes,Standard,Yes,Pass
S459,Student_459,Female,16,12,65,90,84,91.12929274697643,PhD,2.4162582494203764,No,Standard,Yes,Pass
S460,Student_460,Male,17,9,50,60,71,87.17243163907183,Master's,3.6232830693095712,No,Standard,Yes,Pass
S461,Student_461,Male,17,10,94,82,87,98.22678380157262,Bachelor's,3.1491026946721523,Yes,Standard,Yes,Fail
S462,Student_462,Male,16,9,70,99,80,80.41868235653466,PhD,3.7084970539302557,Yes,Standard,No,Fail
S463,Student_463,Male,16,11,79,87,63,86.31546302498992,Master's,3.7306846098510373,No,Standard,No,Pass
S464,Student_464,Male,15,10,62,76,73,81.13762795555293,High School,3.5149360602399717,Yes,Free or reduced,No,Pass
S465,Student_465,Other,15,12,83,83,99,95.33054632443255,Master's,2.0644054741492344,Yes,Standard,No,Fail
S466,Student_466,Other,16,10,53,64,98,94.04214908227586,High School,1.1560256830512725,No,Standard,Yes,Fail
S467,Student_467,Male,17,9,77,81,81,86.62704437472634,PhD,2.822267127960435,No,Standard,No,Fail
S468,Student_468,Female,17,9,87,70,85,93.51325804414147,Master's,4.563895538762815,No,Standard,Yes,Fail
S469,Student_469,Male,17,10,80,95,81,87.918744523919,Master's,3.2779890340743036,Yes,Standard,No,Pass
S470,Student_470,Other,17,12,76,54,64,95.12507582844869,High School,4.329564166807632,Yes,Standard,No,Fail
S471,Student_471,Other,15,12,54,55,92,89.08367325473412,Master's,4.966497371844913,Yes,Free or reduced,No,Fail
S472,Student_472,Female,16,12,74,87,84,88.2455945566333,Master's,1.654464816553105,Yes,Free or reduced,Yes,Pass
S473,Student_473,Other,17,9,52,71,52,98.69459830976602,PhD,3.7671105565679293,No,Free or reduced,Yes,Pass
S474,Student_474,Male,15,10,82,67,65,85.017581997814,Master's,3.6971742948000985,Yes,Standard,No,Fail
S475,Student_475,Female,17,11,53,63,54,82.40894679993131,Bachelor's,4.919821789433113,Yes,Standard,No,Pass
S476,Student_476,Male,16,9,74,59,70,91.69086226518917,High School,4.942402935811201,No,Standard,No,Fail
S477,Student_477,Male,15,12,69,95,59,99.38643624568357,Master's,3.746714446896518,No,Free or reduced,Yes,Fail
S478,Student_478,Female,16,10,83,62,68,87.55678427454373,High School,1.974459167928777,Yes,Standard,Yes,Pass
S479,Student_479,Male,16,12,75,80,74,81.24073527257563,High School,4.194223352522396,No,Standard,Yes,Pass
S480,Student_480,Other,15,11,54,79,53,86.78610534619135,High School,1.4281165368441524,No,Free or reduced,No,Fail
S481,Student_481,Male,15,12,84,52,78,90.11863308639117,Master's,4.122797216686514,Yes,Free or reduced,Yes,Pass
S482,Student_482,Female,15,12,77,79,68,83.23846013264428,Master's,4.640784496578785,Yes,Standard,No,Fail
